english,amazigh,tifinagh,script
What did Tom put into the bag,D acu ay iger Tom ɣer usganni,,Latin
What did you buy in Australia,D acu ay dtesɣid deg Ustṛalya,,Latin
What did you buy in Australia,D acu ay dtesɣam deg Ustṛalya,,Latin
What did you buy in Australia,D acu ay dtesɣamt deg Ustṛalya,,Latin
What did you buy this car for,I wacu ay dtesɣiḍ takeṛṛusta,,Latin
What did you come in here for,Ɣef wacu ay dtudfed ɣer da,,Latin
What did you come in here for,Ɣef wacu ay dtudfem ɣer da,,Latin
What did you come in here for,Ɣef wacu ay dtudfemt ɣer da,,Latin
What did you decide about Tom,Amek ay ttidtefram ɣef Tom,,Latin
What did you decide about Tom,Amek ay ttidteframt ɣef Tom,,Latin
What did you decide about Tom,Amek ay ttidtefrid ɣef Tom,,Latin
What did you decide about Tom,D acu ay tɣetsed deg wayen yerzan Tom,,Latin
What did you decide about Tom,D acu ay tɣetsem deg wayen yerzan Tom,,Latin
What did you decide about Tom,D acu ay tɣetsemt deg wayen yerzan Tom,,Latin
What did you do last vacation,D acu ay tgid deg yimuras yezrin,,Latin
What did you do last vacation,D acu ay tgam deg yimuras yezrin,,Latin
What did you do last vacation,D acu ay tgamt deg yimuras yezrin,,Latin
What did you do to each other,D acu ay iga yal yiwen segwen i wayeḍ,,Latin
What did you do to each other,D acu ay tga yal yiwet segwent i tayeḍ,,Latin
What did you do to yourselves,D acu ay tgam i yimannwen,,Latin
What did you do to yourselves,D acu ay tgamt i yimannwent,,Latin
What did you do with my pants,D acu ay tgiḍ s userwalinu,,Latin
What did you do with my pants,D acu i astxedmeḍ i userwaliw,,Latin
What did you do with my purse,D acu ay tgiḍ s texriḍtinu,,Latin
What did you do with that car,D acu ay tgiḍ s tkeṛṛustnni,,Latin
What did you drink last night,D acu ay teswid iḍ yezrin,,Latin
What did you drink last night,D acu ay teswam iḍ yezrin,,Latin
What did you drink last night,D acu ay teswamt iḍ yezrin,,Latin
What did you eat this evening,D acu ay teččid tameddita,,Latin
What did you eat this evening,D acu ay teččam tameddita,,Latin
What did you eat this evening,D acu ay teččamt tameddita,,Latin
What did you eat this morning,D acu teččiḍ tanezzayta,,Latin
What did you expect Tom to do,D acu ay tḍemɛed Tom ad tyeg,,Latin
What did you expect Tom to do,D acu ay tḍemɛem Tom ad tyeg,,Latin
What did you expect Tom to do,D acu ay tḍemɛemt Tom ad tyeg,,Latin
What did you expect me to say,D acu ay tɣiled ad tidiniɣ,,Latin
What did you expect me to say,D acu ay tɣilem ad tidiniɣ,,Latin
What did you expect me to say,D acu ay tɣilemt ad tidiniɣ,,Latin
What did you expect to happen,D acu ay teṛjid ad yeḍru,,Latin
What did you expect to happen,D acu ay teṛjam ad yeḍru,,Latin
What did you expect to happen,D acu ay teṛjamt ad yeḍru,,Latin
What did you go to Boston for,Maɣef ay teddid ɣer Boston,,Latin
What did you go to Boston for,Maɣef ay teddam ɣer Boston,,Latin
What did you go to Boston for,Maɣef ay teddamt ɣer Boston,,Latin
What did you go to Boston for,D acu ay kyewwin ɣer Boston,,Latin
What did you go to Boston for,D acu ay kenyewwin ɣer Boston,,Latin
What did you go to Boston for,D acu ay kemyewwin ɣer Boston,,Latin
What did you go to Boston for,D acu ay kentyewwin ɣer Boston,,Latin
What did you have for dessert,D acu ay teččid d tasegrit,,Latin
What did you have for dessert,D acu ay teččam d tasegrit,,Latin
What did you have for dessert,D acu ay teččamt d tasegrit,,Latin
What did you put into the box,D acu ay terrid ɣer tenkultnni,,Latin
What did you put into the box,D acu ay terram ɣer tenkultnni,,Latin
What did you put into the box,D acu ay terramt ɣer tenkultnni,,Latin
What did you say her name was,Amek akken ay dtennid isemnnek,,Latin
What did you say her name was,Amek akken ay dtennid isemnnem,,Latin
What did you say his name was,Amek akken ay dtennid isemnnes,,Latin
What did you say his name was,Amek akken ay dtennam isemnnes,,Latin
What did you say his name was,Amek akken ay dtennamt isemnnes,,Latin
What did you say your job was,D acu ay dtennid tellid tettmahaled,,Latin
What did you say your job was,D acu ay dtennam tellam tettmahalem,,Latin
What did you say your job was,D acu ay dtennamt tellamt tettmahalemt,,Latin
What did you see at that time,D acu ay twalad imirnni,,Latin
What did you see at that time,D acu ay twalam imirnni,,Latin
What did you see at that time,D acu ay twalamt imirnni,,Latin
What did you see in Australia,D acu ay teẓrid deg Ustṛalya,,Latin
What did you see in Australia,D acu ay twalad deg Ustṛalya,,Latin
What did you see in Australia,D acu ay twalam deg Ustṛalya,,Latin
What did you see in Australia,D acu ay twalamt deg Ustṛalya,,Latin
What did you tell Tom exactly,D acu ay astennid i Tom swaswa,,Latin
What did you tell Tom exactly,D acu ay astennam i Tom swaswa,,Latin
What did you tell Tom exactly,D acu ay astennamt i Tom swaswa,,Latin
What did you think I told Tom,D acu ay tɣiled nniɣas i Tom,,Latin
What did you think I told Tom,D acu ay tɣilem nniɣas i Tom,,Latin
What did you think I told Tom,D acu ay tɣilemt nniɣas i Tom,,Latin
What did you think of it Tom,D acu ay tennid deg wayenni a Tom,,Latin
What did your doctor tell you,D acu ay akyenna yimsujjinnek,,Latin
What did your doctor tell you,D acu ay amyenna yimsujjinnem,,Latin
What did your doctor tell you,D acu ay awenyenna yimsujjinwen,,Latin
What did your doctor tell you,D acu ay awentyenna yimsujjinwent,,Latin
What did your doctor tell you,D acu ay aktenna temsujjitnnek,,Latin
What did your doctor tell you,D acu ay amtenna temsujjitnnem,,Latin
What did your doctor tell you,D acu ay awentenna temsujjitnwen,,Latin
What did your doctor tell you,D acu ay awenttenna temsujjitnwent,,Latin
What did your lawyer tell you,D acu ay akyenna ubugaṭunnek,,Latin
What did your lawyer tell you,D acu ay amyenna ubugaṭunnem,,Latin
What did your lawyer tell you,D acu ay awenyenna ubugaṭunwen,,Latin
What did your lawyer tell you,D acu ay awentyenna ubugaṭunwent,,Latin
What do I look like an idiot,Amek i la akdttbaneɣ d ungif,,Latin
What do you eat at the movies,D acu ay tettetted deg ssinima,,Latin
What do you eat at the movies,D acu ay tettettem deg ssinima,,Latin
What do you eat at the movies,D acu ay tettettemt deg ssinima,,Latin
What do you eat for breakfast,D acu ay tettetteḍ deg yimekli n tṣebḥit,,Latin
What do you grow on your farm,D acu ay teẓẓam deg lfirmanwen,,Latin
What do you have in your hand,D acu ay teḍḍfeḍ deg ufusnnek,,Latin
What do you learn English for,I wacu ay la tlemmdeḍ tanglizit,,Latin
What do you need a doctor for,Maɣef ay teḥwajed imsujji,,Latin
What do you need a doctor for,Maɣef ay teḥwajem imsujji,,Latin
What do you need a doctor for,Maɣef ay teḥwajemt imsujji,,Latin
What do you need a doctor for,Maɣef ay tesrid imsujji,,Latin
What do you need a doctor for,Maɣef ay tesrim imsujji,,Latin
What do you need a doctor for,Maɣef ay tesrimt imsujji,,Latin
What do you need a doctor for,D acu umi teḥwajed imsujji,,Latin
What do you need a doctor for,D acu umi teḥwajem imsujji,,Latin
What do you need a doctor for,D acu umi teḥwajemt imsujji,,Latin
What do you need a doctor for,D acu umi tesrim imsujji,,Latin
What do you need a doctor for,D acu umi tesrimt imsujji,,Latin
What do you need a doctor for,D acu umi tesrid imsujji,,Latin
What do you suggest I do then,D acu ara dtessumred ad tgeɣ ihi,,Latin
What do you suggest I do then,D acu ara dtessumrem ad tgeɣ ihi,,Latin
What do you suggest I do then,D acu ara dtessumremt ad tgeɣ ihi,,Latin
What do you think Tom will do,D acu i tettxemmimeḍ ad tyexdem Tom,,Latin
What do you think this is for,Ɣef leḥsabnnek i wumit waya,,Latin
What do you think this is for,Ɣef leḥsabnnem i wumit waya,,Latin
What do you think this is for,Ɣef leḥsabnwen i wumit waya,,Latin
What do you think this is for,Ɣef leḥsabnwent i wumit waya,,Latin
What do you think this is for,I wumit waya ɣef leḥsabnnek,,Latin
What do you think this is for,I wumit waya ɣef leḥsabnnem,,Latin
What do you think this is for,I wumit waya ɣef leḥsabnwen,,Latin
What do you think this is for,I wumit waya ɣef leḥsabnwent,,Latin
What does that suggest to you,D acu ara kyeǧǧ waya ad txemmemed,,Latin
What does that suggest to you,D acu ara kemyeǧǧ waya ad txemmemed,,Latin
What does that suggest to you,D acu ara kenyeǧǧ waya ad txemmemem,,Latin
What does that suggest to you,D acu ara kentyeǧǧ waya ad txemmememt,,Latin
What does that suggest to you,D acu ara kyeǧǧ waya ad teswingmed,,Latin
What does that suggest to you,D acu ara kemyeǧǧ waya ad teswingmed,,Latin
What does that suggest to you,D acu ara kenyeǧǧ waya ad teswingmem,,Latin
What does that suggest to you,D acu ara kentyeǧǧ waya ad teswingmemt,,Latin
What else do you want from me,D acu niḍen ay tebɣid sɣuri,,Latin
What else do you want from me,D acu niḍen ay tebɣam sɣuri,,Latin
What else do you want from me,D acu niḍen ay tebɣamt sɣuri,,Latin
What else do you want from me,D acu niḍen ay teɣsed sɣuri,,Latin
What else do you want from me,D acu niḍen ay teɣsem sɣuri,,Latin
What else do you want from me,D acu niḍen ay teɣsemt sɣuri,,Latin
What else do you want from me,D acu niḍen ay tebɣid ɣeri,,Latin
What else do you want from me,D acu niḍen ay tebɣam ɣeri,,Latin
What else do you want from me,D acu niḍen ay tebɣamt ɣeri,,Latin
What else do you want from me,D acu niḍen ay teɣsed ɣeri,,Latin
What else do you want from me,D acu niḍen ay teɣsem ɣeri,,Latin
What else do you want from me,D acu niḍen ay teɣsemt ɣeri,,Latin
What goes around comes around,Akken ay tgid ara akyettweg,,Latin
What have I done with my keys,D acu ay giɣ s tsurainu,,Latin
What hotel are you staying at,D acu n usensu aydeg tellid,,Latin
What hotel are you staying at,D acu n usensu aydeg la tettnusud,,Latin
What hotel are you staying at,D acu n usensu aydeg la tettnusum,,Latin
What hotel are you staying at,D acu n usensu aydeg la tettnusumt,,Latin
What hotel are you staying at,D acu n usensu aydeg tellam,,Latin
What hotel are you staying at,D acu n usensu aydeg tellamt,,Latin
What hotel are you staying in,D acu n usensu aydeg la tettnusud,,Latin
What hotel are you staying in,D acu n usensu aydeg la tettnusum,,Latin
What hotel are you staying in,D acu n usensu aydeg la tettnusumt,,Latin
What hotel are you staying in,D acu n usensu aydeg la tettilim,,Latin
What hotel are you staying in,D acu n usensu aydeg la tettilimt,,Latin
What hotel are you staying in,D acu n usensu aydeg la tettilid,,Latin
What if our plan doesnt work,I lemmer ur yettett ara uɣawasnneɣ,,Latin
What if our plan doesnt work,I lemmer ur yettett ara uɣawasnteɣ,,Latin
What if the plan doesnt work,I lemmer ur yettett ara uɣawasnni,,Latin
What if things dont work out,I lemmer ur tettett ara,,Latin
What if your parents find out,I lemmer ad faqen yimawlannnek,,Latin
What if your parents find out,I lemmer ad faqen yimawlannnem,,Latin
What if your parents find out,I lemmer ad faqen yimawlannwen,,Latin
What if your parents find out,I lemmer ad faqen yimawlannwent,,Latin
What if your parents find out,I lemmer ad ẓren yimawlannnek,,Latin
What if your parents find out,I lemmer ad ẓren yimawlannnem,,Latin
What if your parents find out,I lemmer ad ẓren yimawlannwen,,Latin
What if your parents find out,I lemmer ad ẓren yimawlannwent,,Latin
What is done cannot be undone,Aɛbaṛ ma yeffeɣ seg ubeckiḍ ur ditteqqal,,Latin
What is the price of this cap,Acḥal teswa tkaskiḍta,,Latin
What kind of meal did you eat,D acu n weksum ay tecciḍ,,Latin
What kind of sports do you do,D acu n waddalen ay tettgeḍ,,Latin
What kind of work do you like,D acu n umahil ay tḥemmled,,Latin
What kind of work do you like,D acu n umahil ay tḥemmlem,,Latin
What kind of work do you like,D acu n umahil ay tḥemmlemt,,Latin
What kind of work do you like,D acu n umahil ay trid,,Latin
What kind of work do you like,D acu n umahil ay tram,,Latin
What kind of work do you like,D acu n umahil ay tramt,,Latin
What kind of work does Tom do,D acu n umahil ay yetteg Tom,,Latin
What kind of work will you do,D acu n uxeddim ara tgeḍ,,Latin
What sports can you play well,Anwi i d addalen i tetturareḍ mliḥ,,Latin
What subject do you like best,D acut usentel ay tḥemmleḍ aṭas akk,,Latin
What time do you get off work,Ɣef wacḥal ay dtetteffɣed seg umahil,,Latin
What time do you get off work,Ɣef wacḥal ay dtetteffɣem seg umahil,,Latin
What time do you get off work,Ɣef wacḥal ay dtetteffɣemt seg umahil,,Latin
What time do you have a break,Ɣef wacḥal ay tesgunfuyeḍ,,Latin
What time do you start school,Ɣef wacḥal ay tbedduḍ tizrawin deg uɣerbaz,,Latin
What time do you walk the dog,Ɣef wacḥal ay tessuffuɣeḍ aydi ad yeddu,,Latin
What time does the exam start,Γef wacḥal ara yebdu ukayad,,Latin
What time does the play begin,Ɣef wacḥal ara dtebdu tmezguntnni,,Latin
What time is it by your watch,Acḥal tasaɛet ɣerk,,Latin
What time is it by your watch,Mennect i tella ɣerč saɛet,,Latin
What time is it by your watch,Mennect i tella ɣerem saɛet,,Latin
What time is it by your watch,Mennect i tella ɣerwem saɛet,,Latin
What time is it by your watch,Mennect i tella ɣercemt saɛet,,Latin
What time is your appointment,Ɣef wacḥal ara dyili usihaṛnni,,Latin
What time shall I pick you up,Ɣef wacḥal ara dɛeddiɣ ad kawiɣ,,Latin
What time shall I pick you up,Ɣef wacḥal ara dɛeddiɣ ad kemawiɣ,,Latin
What time shall I pick you up,Ɣef wacḥal ara dɛeddiɣ ad kenawiɣ,,Latin
What time shall I pick you up,Ɣef wacḥal ara dɛeddiɣ ad kentawiɣ,,Latin
What time will the game start,Γef wacḥal ara tebdu temlilit,,Latin
What type of work does Tom do,D acu n umahil ay yetteg Tom,,Latin
What was Tom in Australia for,D acu yewwin Tom ɣer Ustṛalya,,Latin
What was it that you gave him,D acu ay astefkiḍ,,Latin
What was the big announcement,D acutt tselɣutnni taxatart,,Latin
What would you suggest we eat,D acu ara dtessumreḍ ad tnečč,,Latin
What you were taught is wrong,Ayen ay akslemden d ucciḍ,,Latin
Whats happening in Australia,D acu i iḍerrun deg Ustṛalya,,Latin
Whats life like in Australia,Amek tella tmeddurt deg Ustṛalya,,Latin
Whats the date of the letter,D acut uzemz n tebṛatnni,,Latin
Whats the date of the letter,D acut uzemz ideg dtettwakteb tebṛatnni,,Latin
Whats the name of your hotel,Isemnnes usensunnek,,Latin
Whats the name of your hotel,Isemnnes usensunnem,,Latin
Whats the name of your hotel,Isemnnes usensunwen,,Latin
Whats the name of your hotel,Isemnnes usensunwent,,Latin
Whats the square root of 100,Acḥal i d azγer ukuẓaẓ n 100,,Latin
Whats the weather like there,Amek ay iga lḥal din,,Latin
Whats the weather like today,Amek ay iga lḥal assa,,Latin
Whats wrong with my computer,D acu n wugur ay yesɛa uselkiminu,,Latin
Whats wrong with my computer,D acu n wugur ay ila uselkiminu,,Latin
Whats wrong with you tonight,D acu ay kyuɣen deg yiḍa,,Latin
Whats wrong with you tonight,D acu ay kemyuɣen deg yiḍa,,Latin
Whats wrong with you tonight,D acu ay kenyuɣen deg yiḍa,,Latin
Whats wrong with you tonight,D acu ay kentyuɣen deg yiḍa,,Latin
Whats your area of expertise,D acutt taɣultnnek n ummuzzeg,,Latin
Whats your area of expertise,D acutt taɣultnnem n ummuzzeg,,Latin
Whats your area of expertise,D acutt taɣultnwen n ummuzzeg,,Latin
Whats your area of expertise,D acutt taɣultnwent n ummuzzeg,,Latin
Whats your favorite activity,D acut urmudnnek amenyaf,,Latin
Whats your favorite activity,D acut urmudnnem amenyaf,,Latin
Whats your favorite painting,Anta ay d tafelwitnnek tamenyaft,,Latin
Whats your favorite painting,Anta ay d tafelwitnnem tamenyaft,,Latin
Whats your favorite painting,Anta ay d tafelwitnwen tamenyaft,,Latin
Whats your favorite painting,Anta ay d tafelwitnwent tamenyaft,,Latin
Whats your favorite symphony,D acu ay d tasimfunitnnek tamenyaft,,Latin
Whats your final destination,D acutt tɣerwaḍtnnek tagarant,,Latin
Whats your final destination,D acutt tɣerwaḍtnnem tagarant,,Latin
Whats your final destination,D acutt tɣerwaḍtnwen tagarant,,Latin
Whats your final destination,D acutt tɣerwaḍtnwent tagarant,,Latin
Whats your home phone number,D acut wuḍḍunnnek n usawal n uxxam,,Latin
Whats your home phone number,D acut wuḍḍunnnem n usawal n uxxam,,Latin
Whats your home phone number,D acut wuḍḍunnwen n usawal n uxxam,,Latin
Whats your home phone number,D acut wuḍḍunnwent n usawal n uxxam,,Latin
When I arrived Tom was alone,Mi leḥqeɣ ufiɣ Tom weḥds,,Latin
When am I supposed to do that,Ayweq i ilaq ad xedmeɣ aya,,Latin
When are we going to tell Tom,Ayweq ad asnini i Tom,,Latin
When are you coming to Boston,Ayweq ad dtaseḍ ɣer Boston,,Latin
When are you getting off work,Ɣef wacḥal ara dteffɣed seg umahil,,Latin
When are you getting off work,Ɣef wacḥal ara dteffɣem seg umahil,,Latin
When are you getting off work,Ɣef wacḥal ara dteffɣemt seg umahil,,Latin
When are you going to be back,Melmi ara dteqqlemt,,Latin
When are you going to be back,Melmi ara dteqqled,,Latin
When are you going to be back,Melmi ara dteqqleḍ,,Latin
When are you going to be back,Melmi ara dteqqlem,,Latin
When are you going to be done,Ayweq ad tfakeḍ,,Latin
When are you going to call me,Melmi ara iyidteɣreḍ,,Latin
When did I write this article,Melmi ay uriɣ amagrada,,Latin
When did Tom actually do that,Ayweq i yexdem Tom aya deg tidet,,Latin
When did Tom buy his umbrella,Melmi ay dyesɣa Tom tasiwanta,,Latin
When did Tom buy that sweater,Ayweq i dyuɣ Tom atrikunni,,Latin
When did Tom get that sweater,Ayweq i dyuɣ Tom atrikunni,,Latin
When did Tom go to the market,Melmi ay yedda Tom ɣer wulzuz,,Latin
When did Tom pop the question,Ayweq i dyesseqsa Tom aseqsinni,,Latin
When did Tom start doing that,Seg wayweq i ixeddem Tom ayenni,,Latin
When did Tom start stuttering,Ayweq i yebda Tom yesqewqiw,,Latin
When did he say he would come,Melmi ay dyenna ad dyas,,Latin
When did she break the window,Melmi ay terẓa tazewwutnni,,Latin
